Id,Name,Job,Region,Address,City,Last_Update,Lat,Long_,Phone,Whatsapp,Active,status,Category
1,intCount,Software development/(REST APIs)/BlockChain consulting,"Tangier Medina","Youssef Ben tachfine Avenue Ibn Batouta, 90013",Tangier,2020-04-07,35.777482,-5.802106,"0531074619",+212602284421,Yes,true,Programming








